case_id,event_type,node,migration_status,existing_context,proposed_context,missing_fields,evidence_basis,confidence,notes
case_rare_earth_export_restriction_risk,critical minerals export restriction,rare_earths,resolvable,{},"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""rare_earths"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_restriction_concern""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_rare_earth_export_restriction_risk,critical minerals export restriction,critical_minerals,resolvable,{},"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_restriction_concern""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_rare_earth_export_restriction_risk,critical minerals export restriction,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_rare_earth_export_restriction_risk,critical minerals export restriction,defense,resolvable,{},"{""canonical_context"": ""aerospace_defense_procurement_constraint"", ""constraint_type"": ""security_risk"", ""node"": ""defense"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""export_restriction_concern""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_rare_earth_export_restriction_risk,critical minerals export restriction,energy,ambiguous,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,low,Existing frozen vocabulary and raw case fields do not support a precise node-level context.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,critical_minerals,already_migrated,"{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_controls""}","{""canonical_context"": ""critical_material_input_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""critical_minerals"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_controls""}",,existing development-enriched node context,high,Preserved without modification.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,gallium_germanium_graphite,resolvable,{},"{""canonical_context"": ""critical_material_compliance_constraint"", ""constraint_type"": ""input_access_restriction"", ""node"": ""gallium_germanium_graphite"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""upstream_input"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,semiconductor_equipment,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""semiconductor_equipment"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,ai_chips,resolvable,{},"{""canonical_context"": ""semiconductor_export_control_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""ai_chips"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,manufacturing_inputs,vocabulary_gap_candidate,{},{},shock_type;constraint_type;upstream_driver;target_node_role;canonical_context,,medium,No frozen canonical_context precisely represents this node's mechanism.
case_china_gallium_germanium_graphite_controls,critical minerals export controls,customs,resolvable,{},"{""canonical_context"": ""tariff_customs_compliance_constraint"", ""constraint_type"": ""compliance_constraint"", ""node"": ""customs"", ""shock_type"": ""regulatory_restriction"", ""target_node_role"": ""compliance_channel"", ""upstream_driver"": ""export_licensing_rules""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,panama_canal,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""panama_canal"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,maritime_chokepoint,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""maritime_chokepoint"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,container_shipping,already_migrated,"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""capacity_constraint"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""canal_transit_capacity_reduction""}","{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""container_shipping"", ""shock_type"": ""capacity_constraint"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""canal_transit_capacity_reduction""}",,existing development-enriched node context,high,Preserved without modification.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,lng_shipping,resolvable,{},"{""canonical_context"": ""energy_shipping_sanctions_route_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""lng_shipping"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,agriculture,resolvable,{},"{""canonical_context"": ""agricultural_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_panama_canal_drought_shipping_capacity,climate-related shipping chokepoint disruption,logistics,resolvable,{},"{""canonical_context"": ""maritime_route_capacity_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""logistics"", ""shock_type"": ""physical_disruption"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""drought_conditions""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_black_sea_grain_export_disruption,war-related agricultural export disruption,grain_exports,resolvable,{},"{""canonical_context"": ""food_export_trade_constraint"", ""constraint_type"": ""trade_access_restriction"", ""node"": ""grain_exports"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""direct_disruption_target"", ""upstream_driver"": ""military_conflict""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_black_sea_grain_export_disruption,war-related agricultural export disruption,agriculture,resolvable,{},"{""canonical_context"": ""agricultural_input_constraint"", ""constraint_type"": ""input_shortage"", ""node"": ""agriculture"", ""shock_type"": ""export_restriction"", ""target_node_role"": ""downstream_exposure"", ""upstream_driver"": ""military_conflict""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
case_black_sea_grain_export_disruption,war-related agricultural export disruption,freight_routes,resolvable,{},"{""canonical_context"": ""maritime_route_security_constraint"", ""constraint_type"": ""route_disruption"", ""node"": ""freight_routes"", ""shock_type"": ""military_escalation"", ""target_node_role"": ""transmission_channel"", ""upstream_driver"": ""military_conflict""}",,"event_type, supply_chain_nodes, affected_asset_types, affected_assets, transmission_chain, summary",medium,Conservative frozen-vocabulary proposal from existing historical fields.
